position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"ASISTENTE DE PLANILLA DE PAGOS
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-072,1,"S/. 1,885.71",23/09/2024,04/10/2024
"ASISTENTE DE OPERACIONES EN MANTENIMIENTO, SERVICIOS E INFRAESTRUCTURA
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-067,2,"S/. 1,885.71",23/09/2024,04/10/2024
"ANALISTA COACTIVO I
",SERVICIO DE ADMINISTRACION TRIBUTARIA,LIMA - LIMA,728-043,1,"S/. 2,500.00",23/09/2024,04/10/2024
"ESPECIALISTA REGULADOR/A DE ACREDITACIÓN
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-051,1,"S/. 9,466.07",23/09/2024,04/10/2024
"ESPECIALISTA GRAFOTÉCNICA/O
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-058,1,"S/. 9,964.29",23/09/2024,04/10/2024
"ESPECIALISTA DE TESORERÍA
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-071,3,"S/. 9,133.93",23/09/2024,04/10/2024
"ESPECIALISTA DE PREVENCIÓN
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-064,1,"S/. 9,466.07",23/09/2024,04/10/2024
"ESPECIALISTA DE INVESTIGACIÓN
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-057,1,"S/. 9,466.07",23/09/2024,04/10/2024
"ESPECIALISTA DE EVIDENCIAS
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-056,1,"S/. 9,466.07",23/09/2024,04/10/2024
"ESPECIALISTA DE CONTROL PATRIMONIAL
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-068,1,"S/. 9,133.93",23/09/2024,04/10/2024
"ESPECIALISTA DE CALIFICACIÓN DE SINIESTROS
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-063,1,"S/. 9,466.07",23/09/2024,04/10/2024
"ESPECIALISTA DE CALIFICACIÓN
",OFICINA DE NORMALIZACION PREVISIONAL ONP,LIMA - LIMA,LEY 30057-052,2,"S/. 9,466.07",23/09/2024,04/10/2024
"ESPECIALISTA DE DEFENSA JURÍDICA DEL ESTADO
",PROCURADURIA GENERAL DEL ESTADO,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-266,1,"S/. 10,000.00",23/09/2024,04/10/2024
"ANALISTA DE RECLUTAMIENTO Y SELECCIÓN DE PERSONAL
",UNIDAD DE GESTION EDUCATIVA LOCAL 07,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-069,1,"S/. 3,614.19",23/09/2024,04/10/2024
"COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO
",UNIDAD DE GESTION EDUCATIVA LOCAL 07,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-068,8,"S/. 1,464.19",23/09/2024,04/10/2024
"OPERADOR/A ANALISTA ADMINISTRATIVO/A
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-254,2,"S/. 2,500.00",23/09/2024,04/10/2024
"EXPERTO/A EN PROCEDIMIENTO ADMINISTRATIVO DISCIPLINARIO Y SANCIONADOR
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-253,1,"S/. 12,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN ACTIVIDADES ACADÉMICAS
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-258,1,"S/. 10,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN TESORERIA
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-264,1,"S/. 10,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN CONTRATACIONES
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-262,1,"S/. 10,000.00",23/09/2024,04/10/2024
"TÉCNICO DOMICILIOS I
",SERVICIO DE ADMINISTRACION TRIBUTARIA,LIMA - LIMA,728-044,1,"S/. 1,500.00",23/09/2024,04/10/2024
"ESPECIALISTA CONTADOR IV
",SERVICIO DE ADMINISTRACION TRIBUTARIA,LIMA - LIMA,728-045,1,"S/. 8,000.00",23/09/2024,04/10/2024
"SERENO A PIE
",MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,40,"S/. 1,400.00",23/09/2024,04/10/2024
"TÉCNICO DE GESTIÓN DOCUMENTAL Y ARCHIVO
","SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US",LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-132,1,"S/. 2,500.00",23/09/2024,04/10/2024
"TÉCNICO DE ARCHIVO
","SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US",LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-131,1,"S/. 2,000.00",23/09/2024,04/10/2024
"RESGUARDO DE PERSONAL
",MUNICIPALIDAD DE MAGDALENA DEL MAR,LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-041,3,"S/. 3,000.00",23/09/2024,04/10/2024
"ORIENTADOR DE ATENCIÓN AL CIUDADANO
","SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US",LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-130,1,"S/. 2,500.00",23/09/2024,04/10/2024
"EVALUADOR DE LICENCIAS
","SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US",LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-126,1,"S/. 3,500.00",23/09/2024,04/10/2024
"AUXILIAR DE ARCHIVO
","SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US",LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-129,1,"S/. 1,600.00",23/09/2024,04/10/2024
"ASISTENTE DE ARCHIVO
","SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US",LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-128,1,"S/. 3,000.00",23/09/2024,04/10/2024
"ABOGADO EN DERECHO AMBIENTAL.
",SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE - SERFOR,LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-133,1,"S/. 9,000.00",23/09/2024,04/10/2024
"ANALISTA LEGAL
","SUPERINTENDENCIA NACIONAL DE CONTROL DE SERVICIOS DE SEGURIDAD, ARMAS, MUNICIONES Y EXPLOSIVOS DE US",LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-127,1,"S/. 5,000.00",23/09/2024,04/10/2024
"ESPECIALISTA LEGAL (SUPLENCIA POR LICENCIA)
",ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL - OEFA,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-135,1,"S/. 8,000.00",23/09/2024,04/10/2024
"COORDINADOR DE INNOVACION Y SOPORTE TECNOLOGICO
",UNIDAD DE GESTION EDUCATIVA LOCAL 06,LIMA - LA MOLINA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-042,1,"S/. 14,264.19",23/09/2024,04/10/2024
"TÉCNICO EN PLANILLAS
",UNIDAD DE GESTION EDUCATIVA LOCAL 06,LIMA - LA MOLINA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-054,1,"S/. 3,000.00",23/09/2024,04/10/2024
"PERSONAL DE VIGILANCIA
",UNIDAD DE GESTION EDUCATIVA LOCAL 06,LIMA - LA MOLINA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-015,3,"S/. 1,264.19",23/09/2024,04/10/2024
"PERSONAL DE MANTENIMIENTO
",UNIDAD DE GESTION EDUCATIVA LOCAL 06,LIMA - LA MOLINA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-014,4,"S/. 1,264.19",23/09/2024,04/10/2024
"ASISTENTE JURIDICO I
",MINISTERIO DEL INTERIOR,LIMA - LINCE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-115,1,"S/. 2,000.00",23/09/2024,04/10/2024
"ESPECIALISTA I EN GESTIÓN DEL BIENESTAR
",PROGRAMA NACIONAL DE BECAS Y CREDITO EDUCATIVO,LIMA - LINCE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-054,1,"S/. 7,000.00",23/09/2024,04/10/2024
"COORDINADOR(A) DE SERVICIOS GENERALES Y CONTROL PATRIMONIAL
",PROGRAMA NACIONAL DE BECAS Y CREDITO EDUCATIVO,LIMA - LINCE,D.LEG 1057 - DETERMINADO (SUPLENCIA)-055,1,"S/. 10,000.00",23/09/2024,04/10/2024
"SERENO SUPERVISOR
",MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,5,"S/. 1,800.00",23/09/2024,04/10/2024
"SERENO MOTORIZADO
",MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA),LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,60,"S/. 1,500.00",23/09/2024,04/10/2024
"ESPECIALISTA DE AGROMETEOROLOGÍA
",SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGÍA DEL PERÚ - SENAMHI,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-198,1,"S/. 6,114.19",23/09/2024,04/10/2024
"ASISTENTE I
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-226,1,"S/. 3,000.00",23/09/2024,04/10/2024
"ASISTENTE ADMINISTRATIVO
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-227,1,"S/. 3,900.00",23/09/2024,04/10/2024
"ANALISTA EN PROCESOS ARBITRALES
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-228,1,"S/. 6,500.00",23/09/2024,04/10/2024
"ANALISTA DE PRUEBAS FUNCIONALES DEL SEACE
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-229,1,"S/. 6,000.00",23/09/2024,04/10/2024
"ASISTENTE ADMINISTRATIVO - REEMPLAZO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-106,1,"S/. 3,500.00",23/09/2024,04/10/2024
"ANALISTA LEGAL
",SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGÍA DEL PERÚ - SENAMHI,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-197,1,"S/. 5,114.19",23/09/2024,04/10/2024
"ANALISTA EN PREDICCION HIDROLOGICA
",SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGÍA DEL PERÚ - SENAMHI,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-195,1,"S/. 4,914.19",23/09/2024,04/10/2024
"ANALISTA EN ADMINISTRACION DE REDES
",SERVICIO NACIONAL DE METEOROLOGIA E HIDROLOGÍA DEL PERÚ - SENAMHI,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-196,1,"S/. 4,114.19",23/09/2024,04/10/2024
"SOLDADOR
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-111,1,"S/. 2,000.00",23/09/2024,04/10/2024
"DIGITADOR
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,014.19",23/09/2024,04/10/2024
"CAJERO
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,414.19",23/09/2024,04/10/2024
"AUXILIAR EN MANTENIMIENTO
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,014.19",23/09/2024,04/10/2024
"TRABAJADOR DE SERVICIO
",DIRECCION REGIONAL DE EDUCACION DE LIMA METROPOLITANA,LIMA - COMAS,276-021,1,"S/. 2,321.65",23/09/2024,04/10/2024
"NOTIFICADOR/A
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-225,1,"S/. 3,000.00",23/09/2024,04/10/2024
"MÉDICO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,2,"S/. 7,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN SEGUIMIENTO Y LIQUIDACIÓN
",CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATÉGICOS EN SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-039,1,"S/. 8,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN PROGRAMACIÓN
",CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATÉGICOS EN SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 8,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN DESARROLLO DE SISTEMAS DEL SEACE
",ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO - OSCE,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-230,1,"S/. 8,100.00",23/09/2024,04/10/2024
"ESPECIALISTA EN GESTIÓN DE CALIDAD EN SALUD - REEMPLAZO - TERCERA CONVOCATORIA
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0052,1,"S/. 7,000.00",23/09/2024,04/10/2024
"TECNICO/A EN ENFERMERIA
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,3,"S/. 1,914.19",23/09/2024,04/10/2024
"TECNICO/A ADMINISTRATIVO
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,414.19",23/09/2024,04/10/2024
"TECNICO EN ARQUITECTURA
",MUNICIPALIDAD DE CHORRILLOS,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,500.00",23/09/2024,04/10/2024
"QUIMICO FARMACEUTICO
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,714.19",23/09/2024,04/10/2024
"QUIMICO FARMACEUTICO
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,3,"S/. 3,014.19",23/09/2024,04/10/2024
"MEDICO FISICO Y REHABILITACION
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 5,114.19",23/09/2024,04/10/2024
"MEDICO CIRUJANO
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 5,114.19",23/09/2024,04/10/2024
"FISCALIZADOR(A)
",MUNICIPALIDAD DE CHORRILLOS,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 3,500.00",23/09/2024,04/10/2024
"ESPECIALISTA EN EDUCACION
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,014.19",23/09/2024,04/10/2024
"ENFERMERA/O
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,6,"S/. 3,014.19",23/09/2024,04/10/2024
"ANALISTA EN PROCESOS.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-381,1,"S/. 5,500.00",23/09/2024,04/10/2024
"ANALISTA DE SISTEMAS.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-378,1,"S/. 4,000.00",23/09/2024,04/10/2024
"COORDINADOR DE PLANEAMIENTO Y PRESUPUESTO
",UNIDAD DE GESTION EDUCATIVA LOCAL N. 05,LIMA - SAN JUAN DE LURIGANCHO,D.LEG 1057 - INDETERMINADO-089,1,"S/. 5,614.19",23/09/2024,04/10/2024
"AUXILIAR ADMINISTRATIVO/A
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN VICENTE DE CAÑETE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-237,1,"S/. 2,000.00",23/09/2024,04/10/2024
"ASISTENTE EN REGISTRO DE EQUIPAMIENTO INFORMÁTICO
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-430,1,"S/. 3,000.00",23/09/2024,04/10/2024
"ASISTENTE DE CALIDAD DE DATOS
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-427,1,"S/. 2,500.00",23/09/2024,04/10/2024
"ANALISTA EN GESTIÓN DE RECURSOS HUMANOS
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-428,1,"S/. 6,000.00",23/09/2024,04/10/2024
"ANALISTA EN ADMINISTRACIÓN DE LEGAJOS
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-431,1,"S/. 6,500.00",23/09/2024,04/10/2024
"TECNICO/A EN LABORATORIO
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,914.19",23/09/2024,04/10/2024
"TECNICO/A EN FARMACIA
",INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,914.19",23/09/2024,04/10/2024
"LICENCIADO/A EN ENFERMERÍA.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-370,1,"S/. 3,500.00",23/09/2024,04/10/2024
"LICENCIADO/A DE ENFERMERÍA ESPECIALISTA.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-371,1,"S/. 3,600.00",23/09/2024,04/10/2024
"INGENIERO/A.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-377,1,"S/. 6,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN MODERNIZACIÓN DEL GESTIÓN PÚBLICA.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-383,1,"S/. 7,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN MODERNIZACIÓN DEL GESTIÓN PÚBLICA.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-382,1,"S/. 6,500.00",23/09/2024,04/10/2024
"ESPECIALISTA EN CONTRATACIONES.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-380,1,"S/. 6,000.00",23/09/2024,04/10/2024
"AUXILIAR ADMINISTRATIVO.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-373,1,"S/. 1,800.00",23/09/2024,04/10/2024
"ASISTENTE DE SERVICIOS DE SALUD.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-372,1,"S/. 2,300.00",23/09/2024,04/10/2024
"ASISTENTE ADMINISTRATIVO.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-384,1,"S/. 2,300.00",23/09/2024,04/10/2024
"ANALISTA.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-379,1,"S/. 4,000.00",23/09/2024,04/10/2024
"EXPERTO PROCESAL
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-259,1,"S/. 11,000.00",23/09/2024,04/10/2024
"ESPECIALISTA EN CONTRATACIONES II
",COMISION PARA LA PROMOCION DE EXPORTACI,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-059,1,"S/. 6,500.00",23/09/2024,04/10/2024
"ESPECIALISTA PROCESAL
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-245,1,"S/. 10,000.00",23/09/2024,04/10/2024
"ANALISTA EN TECNOLOGÍA DE LA INFORMACIÓN
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-279,1,"S/. 7,000.00",23/09/2024,04/10/2024
"ANALISTA DE CONTABILIDAD
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-268,1,"S/. 7,000.00",23/09/2024,04/10/2024
"ANALISTA II EN PROCEDIMIENTO ADMINISTRATIVO DISCIPLINARIO
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN LUIS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-255,2,"S/. 8,000.00",23/09/2024,04/10/2024
"TÉCNICO EN SEGURIDAD.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-385,1,"S/. 1,800.00",23/09/2024,04/10/2024
"TÉCNICO MÉDICO.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-374,1,"S/. 3,500.00",23/09/2024,04/10/2024
"TECNÓLOGO MEDICO.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-376,1,"S/. 3,500.00",23/09/2024,04/10/2024
"MÉDICO CIRUJANO.
",INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-375,1,"S/. 7,000.00",23/09/2024,04/10/2024
"ANALISTA DE GESTIÓN DEL EMPLEO
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-274,1,"S/. 8,000.00",23/09/2024,04/10/2024
"ANALISTA TÉCNICO NORMATIVO
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-261,2,"S/. 8,000.00",23/09/2024,04/10/2024
"ANALISTA PROGRAMADOR
",PROCURADURIA GENERAL DEL ESTADO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-280,1,"S/. 8,000.00",23/09/2024,04/10/2024
