position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"ESPECIALISTA EN CONFLICTOS SOCIALES II
",DEFENSORIA DEL PUEBLO,LIMA - LIMA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-126,1,"S/. 9,000.00",04/10/2024,18/10/2024,4a55158d-a46f-4fc4-abce-ce635a09ae11
"ESPECIALISTA EN EQUIPAMIENTO HOSPITALARIO
",MINISTERIO DE SALUD,LIMA - LIMA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-098,1,"S/. 8,000.00",04/10/2024,18/10/2024,24ac319d-e914-429f-ba8d-e550fdb8d3a1
"SUPERVISOR(A) DE OPERACIONES DE FISCALIZACIÓN
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 2,000.00",04/10/2024,18/10/2024,9fad0ace-275b-4bc1-8b07-867fa5b2623d
"SERENO(A)
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,5,"S/. 1,500.00",04/10/2024,18/10/2024,600557eb-1086-4e24-8832-54546fea8ded
"PSICÓLOGO/A
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-269,1,"S/. 4,500.00",04/10/2024,18/10/2024,115d6f6f-0790-4d6c-aade-dacd4c5b71c5
"PODADOR DE AREAS VERDES
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,3,"S/. 1,300.00",04/10/2024,18/10/2024,3461dce1-6fb3-4adb-94df-9ce9c0ba9f99
"OPERADOR TRIBUTARIO II
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 2,300.00",04/10/2024,18/10/2024,374e4a90-739e-4cb5-b0ea-54c3f20de6a2
"OPERADOR DE CAMARA DE VIDEO VIGILANCIA
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,500.00",04/10/2024,18/10/2024,04b05db0-3412-4cc2-b153-b7f129ef44e5
"NOTIFICADOR
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,500.00",04/10/2024,18/10/2024,248c624e-c9d2-49ac-b684-0a8f76442e01
"MOTORIZADO LINEAL
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,13,"S/. 1,600.00",04/10/2024,18/10/2024,2c0ac353-fe53-4995-8205-07f31c9380b8
"JARDINERO
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,025.00",04/10/2024,18/10/2024,451f0ccf-826c-4ddb-9156-e4d7dc3482f2
"INSPECTOR(A) MUNICIPAL DE TRANSPORTE
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,14,"S/. 1,500.00",04/10/2024,18/10/2024,9b056fba-d3b8-4984-b6de-e3453f253f7a
"INSPECTOR MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,5,"S/. 1,500.00",04/10/2024,18/10/2024,7cbc75df-e053-4638-8f9c-c03c513c1333
"INSPECTOR DE COMERCIO INFORMAL
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,16,"S/. 1,500.00",04/10/2024,18/10/2024,435620b5-fb4a-487d-9daf-4d32a802f46e
"CHOFER
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,700.00",04/10/2024,18/10/2024,16534d33-d52e-4004-ab44-1cc536fa527a
"CHOFER
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,2,"S/. 1,700.00",04/10/2024,18/10/2024,3edbb79a-c40c-423d-8d25-bb2e44596dd2
"CAJERO(A)
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,500.00",04/10/2024,18/10/2024,f2c1e965-7e66-4a6b-a442-2013d51aa158
"AYUDANTE DE RECOLECCIÓN
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,8,"S/. 1,400.00",04/10/2024,18/10/2024,9d7ad6bc-e96f-4c0b-9ce5-2ab007bb579c
"AYUDANTE DE RECOLECCIÓN
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,400.00",04/10/2024,18/10/2024,3a7b6fea-0174-48a6-bdab-a9df3c24918d
"AYUDANTE DE LIMPIEZA PÚBLICA
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,2,"S/. 1,200.00",04/10/2024,18/10/2024,e93ac940-7012-4559-8a4f-a782bf646297
"AYUDANTE DE AREAS VERDES
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,3,"S/. 1,150.00",04/10/2024,18/10/2024,8c0e1166-7fb7-4ff6-a804-da83bf4da6fd
"AUXILIAR ADMINISTRATIVO Y MOTORIZADO
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-447,1,"S/. 3,000.00",04/10/2024,18/10/2024,848662bd-c97d-4dbc-a388-c596ccd90dce
"ANALISTA EN CULTURA Y CLIMA ORGANIZACIONAL
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-446,1,"S/. 5,000.00",04/10/2024,18/10/2024,defb083b-055b-4678-b2e6-ac6212932e64
"ESPECIALISTA EN PLANIFICACIÓN Y PRESUPUESTO DE RECURSOS HUMANOS
",INSTITUTO NACIONAL DE SALUD,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-028,1,"S/. 6,114.19",04/10/2024,18/10/2024,7157f2cb-91a1-47a8-b5de-e85ab125817f
"ESPECIALISTA EN ADMINISTRACIÓN DE RECURSOS HUMANOS
",INSTITUTO NACIONAL DE SALUD,LIMA - CHORRILLOS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-028,1,"S/. 7,114.19",04/10/2024,18/10/2024,8c67e38c-242c-456a-89dd-cc7eb623c6d8
"ADMINISTRADOR DE DEPOSITO MUNICIPAL
",MUNICIPALIDAD DE INDEPENDENCIA,LIMA - INDEPENDENCIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-037,1,"S/. 5,500.00",04/10/2024,18/10/2024,9f9f7a2f-d78c-41ee-856b-459603a7448d
"SEGUNDA CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN/A (01) ANALISTA EN CAPACITACIÓN A PLAZO DETERMINADO - TEMPORAL
",MINISTERIO DE DEFENSA,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-034,1,"S/. 4,114.19",04/10/2024,18/10/2024,90851e3b-9bbe-40c9-8514-91f765d1b5f2
"ESPECIALISTA EN PRESUPUESTO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-096,1,"S/. 11,000.00",04/10/2024,18/10/2024,e6dd030b-1241-4adc-893e-4a7ed968cf1f
"CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN (01) ANALISTA LEGAL PARA LA DIRECCIÓN DE PERSONAL CIVIL A PLAZO DETERMINADO – TEMPORAL
",MINISTERIO DE DEFENSA,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-035,1,"S/. 61,314.19",04/10/2024,18/10/2024,4212d4f9-e6ad-46b5-a70e-57eab8b49a1c
"AUXILIAR ADMINISTRATIVO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-149,1,"S/. 3,500.00",04/10/2024,18/10/2024,5a66b118-0e43-4c4a-a65d-8587111c2d69
"ASISTENTE ADMINISTRATIVO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-150,1,"S/. 3,500.00",04/10/2024,18/10/2024,1dca385f-6355-468d-883b-b4cdea5bc1f4
"ASISTENTE ADMINISTRATIVO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-152,1,"S/. 3,000.00",04/10/2024,18/10/2024,cfd45e4f-f3c3-4443-97e6-0cb6982e5a0e
"ASISTENTE ADMINISTRATIVO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-145,1,"S/. 4,000.00",04/10/2024,18/10/2024,7c34b094-8f70-49a1-b503-95543204311f
"ALMACENERO
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-148,1,"S/. 3,000.00",04/10/2024,18/10/2024,2df4409e-394e-46cc-b3b7-178d02d990c7
"UN (01) CHOFER
",MINISTERIO DE SALUD,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-140,1,"S/. 2,200.00",04/10/2024,18/10/2024,3288892f-3f1b-45ea-84d0-b64ea8816cdb
"COORDINADOR/A DEL ÁREA DE INFRAESTRUCTURA Y COMUNICACIONES
",MINISTERIO DE AGRICULTURA Y RIEGO,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-210,1,"S/. 10,500.00",04/10/2024,18/10/2024,52b99ca2-4990-44b7-b245-f18f877ff02b
"ABOGADO/A
","SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS - SUTRAN",LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-226,1,"S/. 7,000.00",04/10/2024,18/10/2024,3250a57c-93db-4764-9aba-2738f7ed24ef
"SEGUN PERFIL DE PUESTO DE LAS BASES
",MUNICIPALIDAD DE LA MOLINA,LIMA - LA MOLINA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0010,81,"S/. 1,800.00",04/10/2024,18/10/2024,62403801-cd7d-452b-8b16-969a3935337a
"AUXILIAR ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-393,1,"S/. 2,500.00",03/10/2024,17/10/2024,40aae2f0-5ae7-4d51-9ae5-97e525da7e30
"ASISTENTE/A DE MANTENIMIENTO PARA COMPLEJO DEPORTIVO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-397,1,"S/. 3,500.00",03/10/2024,17/10/2024,8282fb9b-f930-48a7-9b27-f90fa6bb613e
"ASISTENTE/A ADMINISTRATIVO/A DE POLICLÍNICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-392,1,"S/. 3,000.00",03/10/2024,17/10/2024,b6d84419-5085-46e6-abd1-e1d10da08dc5
"ANALISTA PARA LA GESTIÓN DEL POLICLÍNICO MUNICIPAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-391,1,"S/. 5,000.00",03/10/2024,17/10/2024,fbc37396-7618-4300-a4a7-54f0368417cf
"ANALISTA ADMINISTRATIVO/A PARA EL CENTRO INTEGRAL DEL ADULTO MAYOR
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-390,1,"S/. 5,000.00",03/10/2024,17/10/2024,f1e6a96f-59f9-47fd-a84c-297d7296f015
"ANALISTA ADMINISTRATIVO/A JUNIOR
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-389,4,"S/. 4,000.00",03/10/2024,17/10/2024,8828539d-60ad-423e-8b1c-98099b81e029
"AUXILIAR DE ALMACEN
",INSTITUTO NACIONAL DE DEFENSA CIVIL,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-303,1,"S/. 2,000.00",03/10/2024,17/10/2024,e03570b9-b23b-45e1-9ab3-c5fcdde547c3
"ESPECIALISTA LEGAL
",SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-41,1,"S/. 7,000.00",03/10/2024,17/10/2024,faf91e73-8483-4de0-886f-8a595617357d
"UNIDAD DE INGENIERIA CLINICA HOSPITALARIA Y SERVICIOS
",HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,LIMA - VILLA EL SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 2,500.00",03/10/2024,17/10/2024,29041d38-4852-4abd-b02e-0385a9f83579
"SOPORTE INFORMATICO
",HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,LIMA - VILLA EL SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 2,500.00",03/10/2024,17/10/2024,81b75dcd-71d3-4ae6-8723-44a57f30400c
"OFICINA DE GESTION DE RECURSOS HUMANOS
",HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,LIMA - VILLA EL SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 3,000.00",03/10/2024,17/10/2024,2acd16ca-a27d-4946-9e3a-d1e51c6611e2
"OFICINA DE GESTION DE RECURSOS HUMANOS
",HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,LIMA - VILLA EL SALVADOR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-019,1,"S/. 5,000.00",03/10/2024,17/10/2024,fc21c7ad-e5e8-4240-8f58-b7304c048ee3
"ARQUEÓLOGO JEFE DE SITIO CARAL, SEDE CARAL
",PROYECTO ESPECIAL ARQUEOLOGICO CARAL - SUPE ADSCRITO AL INSTITUTO NACIONAL DE CULTURA,LIMA - SUPE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,1,"S/. 5,114.19",03/10/2024,17/10/2024,7daec9d2-5a9b-40ad-9468-8b096db1009a
"UN (01) ESPECIALISTA EN TRIBUTACIÓN
",DIRECCION REGIONAL DE EDUCACION DE LIMA - PROVINCIAS,LIMA - SANTA MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 3,728.38",03/10/2024,17/10/2024,f21ef7d1-6599-44e5-a35c-9187352a7efd
"UN (01) ESPECIALISTA EN MODERNIZACIÓN
",DIRECCION REGIONAL DE EDUCACION DE LIMA - PROVINCIAS,LIMA - SANTA MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 3,728.38",03/10/2024,17/10/2024,8b2d2e5e-c9bd-4865-aa15-4cc92b32ceea
"UN (01) CHOFER
",DIRECCION REGIONAL DE EDUCACION DE LIMA - PROVINCIAS,LIMA - SANTA MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 2,614.19",03/10/2024,17/10/2024,f151ad7a-cee1-4157-ae0c-b2ce6d841658
"UN (01) ABOGADO
",DIRECCION REGIONAL DE EDUCACION DE LIMA - PROVINCIAS,LIMA - SANTA MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 4,614.19",03/10/2024,17/10/2024,24e3f2ba-7242-4850-86ad-be66801de89d
"TRABAJADOR DE SERVICIO II
",UNIDAD DE GESTION EDUCATIVA LOCAL N. 05,LIMA - SAN JUAN DE LURIGANCHO,276-040,1,S/. 786.00,03/10/2024,17/10/2024,789f573b-a27a-4794-8256-c256c193a56a
"PSICOLOGO
",UNIDAD DE GESTION EDUCATIVA LOCAL # 01,LIMA - SAN JUAN DE MIRAFLORES,PROFESIONALES DE LA SALUD LEY 23536-002,1,"S/. 5,620.11",03/10/2024,17/10/2024,efa23829-cb87-402c-8f75-2e747d0df005
"ASISTENTE SOCIAL
",UNIDAD DE GESTION EDUCATIVA LOCAL # 01,LIMA - SAN JUAN DE MIRAFLORES,PROFESIONALES DE LA SALUD LEY 23536-001,4,"S/. 5,620.11",03/10/2024,17/10/2024,57bf6261-cd9a-474b-984d-4b371c68fd1e
"01 (UN) ESPECIALISTA DE CALIDAD DEL SERVICIO EDUCATIVO SUPERIOR TECNOLÓGICO
",DIRECCION REGIONAL DE EDUCACION DE LIMA METROPOLITANA,LIMA - LA VICTORIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-095,1,"S/. 3,014.19",03/10/2024,17/10/2024,57138b19-b840-4d43-be2d-c52db5d16ab5
"COORDINADOR(A) DE ATENCIÓN AL CIUDADANO
",PROGRAMA NACIONAL DE BECAS Y CREDITO EDUCATIVO,LIMA - LINCE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-057,1,"S/. 9,000.00",03/10/2024,17/10/2024,e8e6af45-0d1b-4c00-87e3-042368c8d6a3
"COORDINADOR(A) DE ADQUISICIONES
",PROGRAMA NACIONAL DE BECAS Y CREDITO EDUCATIVO,LIMA - LINCE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-058,1,"S/. 10,000.00",03/10/2024,17/10/2024,728df076-dfeb-414d-9203-62672fdc8150
"TECNOLOGO MEDICO EN TERAPIA OCUPACIONAL
",DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,565.00",03/10/2024,17/10/2024,73f62963-4445-4c7c-ac1a-19d9d842ed2a
"TECNOLOGO MEDICO EN TERAPIA OCUPACIONAL
",DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,565.00",03/10/2024,17/10/2024,5f068a7e-236e-42ea-b305-934feae6ed1a
"TECNOLOGO MEDICO EN TERAPIA DE LENGUAJE
",DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 3,565.00",03/10/2024,17/10/2024,38e8b30c-1be1-4d26-8035-ab8939cc27f9
"MEDICO PSIQUIATRA
",DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,S/. 008.00,03/10/2024,17/10/2024,d1187826-3322-443b-9197-c31e9d48a668
"MEDICO DE FAMILIA
",DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,185.00",03/10/2024,17/10/2024,e76d8653-4e96-43b3-8b95-880574b51105
"MEDICO DE FAMILIA
",DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE,LIMA - LURIGANCHO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 7,185.00",03/10/2024,17/10/2024,677ce1f0-1c52-4b57-9c82-ce784945f24f
"ESPECIALISTA LEGAL EN INTEGRIDAD PÚBLICA
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-238,1,"S/. 8,000.00",03/10/2024,17/10/2024,3b1c1350-145c-4c5f-a970-1c0ac0b3daca
"ESPECIALISTA EN ATENCION AL HOGAR CON SEGUIMIENTO NOMINAL
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-239,1,"S/. 7,000.00",03/10/2024,17/10/2024,50ed790e-c47f-44c6-a381-dbdb0387832d
"TECNICO/A DE MICROFORMAS
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-125,1,"S/. 2,500.00",03/10/2024,17/10/2024,519b019e-b8ff-4c0e-aa8f-7b18f5748611
"SUPERVISOR/A DEL ARCHIVO CENTRAL
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-126,1,"S/. 4,500.00",03/10/2024,17/10/2024,56c522cc-28ed-4e34-8e78-0bab00fb13b8
"RESOLUTOR COACTIVO
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-120,2,"S/. 3,000.00",03/10/2024,17/10/2024,1b921e4b-f988-45d3-9980-e8290cba497a
"OPERADOR/A DE ARCHIVO
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-123,3,"S/. 2,500.00",03/10/2024,17/10/2024,bc17027b-fb7f-4930-8f27-fa0a44b8cc64
"GESTOR DE COBRANZA COACTIVO
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-118,1,"S/. 2,300.00",03/10/2024,17/10/2024,e43f8251-7b6b-44c9-a159-06c948586501
"ASISTENTE DE ARCHIVO
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-117,1,"S/. 2,300.00",03/10/2024,17/10/2024,8482d6d0-e770-4548-9312-5108de764fc2
"ASISTENTE DE SERVICIO Y ATENCIÓN AL CIUDADANO
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-121,4,"S/. 2,500.00",03/10/2024,17/10/2024,69612a36-caa2-4447-ad90-e050f6ecfa71
"ANALISTA EN MEDIDAS CAUTELARES
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-119,2,"S/. 3,500.00",03/10/2024,17/10/2024,4c90fddf-5356-4a8d-86db-ae89574b4fe4
"ANALISTA DE GESTIÓN DOCUMENTAL
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-122,1,"S/. 3,200.00",03/10/2024,17/10/2024,05f2fa83-0462-4450-9f56-4ae8b89e32b0
"ANALISTA ADMINISTRATIVO
",MUNICIPALIDAD DE SAN BORJA,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-124,1,"S/. 3,200.00",03/10/2024,17/10/2024,c5879e68-5a08-415f-840b-27bcc0040669
"TÉCNICO/A EN PODOLOGÍA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-433,2,"S/. 2,800.00",03/10/2024,17/10/2024,9290325a-cacd-42f0-9c99-593e6978daf6
"TRABAJADOR/A SOCIAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-437,4,"S/. 5,000.00",03/10/2024,17/10/2024,d82530c8-403e-4240-b52f-fe9c618b1ddf
"TERAPEUTA FÍSICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-436,3,"S/. 5,000.00",03/10/2024,17/10/2024,7f1d82c4-0080-472e-b6c5-f428e4c2a22b
"TELEOPERADOR/A DE CALL CENTER
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-435,1,"S/. 2,500.00",03/10/2024,17/10/2024,4f8834a9-d777-40d0-9d5b-6bc43bf5dfa2
"TECNÓLOGO/A MÉDICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-434,1,"S/. 5,000.00",03/10/2024,17/10/2024,ab40f367-8da6-445b-a1f3-ffd189bc2fd2
"SUPERVISOR/A DE COMPLEJO DEPORTIVO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-432,4,"S/. 3,500.00",03/10/2024,17/10/2024,6ccff170-a377-4194-b998-92111beef486
"RESPONSABLE DEL TALLER DE IDIOMAS EXTRANJEROS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-431,1,"S/. 5,000.00",03/10/2024,17/10/2024,7b44e865-8a94-4458-ad15-06b9e2f485fd
"RESPONSABLE DEL TALLER DE EDUCACIÓN FÍSICA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-430,6,"S/. 5,000.00",03/10/2024,17/10/2024,891d432d-d03b-4409-a861-d9dc9451a94c
"RESPONSABLE DEL TALLER DE EDUCACIÓN ARTÍSTICA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-429,1,"S/. 5,000.00",03/10/2024,17/10/2024,3ffcab10-d76e-4e05-b4c1-d3d45cf4b8be
"RESPONSABLE DEL TALLER DE DANZA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-428,3,"S/. 5,000.00",03/10/2024,17/10/2024,e099ff1e-3f2d-43d9-a49c-74cfbefe850b
