position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"EXPERTO/A EN GOBERNANZA DE DATOS
",PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-237,1,"S/. 12,000.00",04/10/2024,18/10/2024,7085b5d0-f8ee-4b8a-9fb6-ba87b650850c
"EXPERTO/A EN CONTINUIDAD OPERATIVA DE PLATAFORMAS DIGITALES
",PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-240,1,"S/. 12,000.00",04/10/2024,18/10/2024,4686617a-3361-4a6d-9eca-9f3533fab303
"ESPECIALISTA EN TECNOLOGÍAS DE INFORMACIÓN GEOGRÁFICA
",PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-242,2,"S/. 8,500.00",04/10/2024,18/10/2024,d8d4d9f3-556e-43ae-9f05-34f208a9bccb
"EXPERTO EN POLITICAS PÚBLICAS
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-881,1,"S/. 12,614.19",04/10/2024,18/10/2024,3061c368-a07b-4766-91c9-60e1e53944da
"ESPECIALISTA LEGAL I DE CALIDAD REGULATORIA
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-874,1,"S/. 8,114.19",04/10/2024,18/10/2024,aa5b0e89-6732-42e5-8b1d-fb011320e09d
"ESPECIALISTA LEGAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-872,1,"S/. 8,114.19",04/10/2024,18/10/2024,83da823a-f97d-4eb5-bbae-ee7262481f6e
"COORDINADOR ADMINISTRATIVO
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-876,1,"S/. 10,114.19",04/10/2024,18/10/2024,90d582a5-5fa4-4d9b-8f92-381b936e13c8
"ASISTENTE LEGAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-877,1,"S/. 3,614.19",04/10/2024,18/10/2024,b671e8a3-9b9f-43de-872c-34aafe3af1e2
"ANALISTA LEGAL
",PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-236,1,"S/. 6,000.00",04/10/2024,18/10/2024,d3891e10-74ef-4f0a-a353-a3da80638fb9
"ASISTENTE EN REDES Y COMUNICACIONES III
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-880,1,"S/. 5,114.19",04/10/2024,18/10/2024,6bf64d8f-c139-40a9-a770-1ac5852dd6dd
"ANALISTA I EN ARQUITECTURA JAVA
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-879,1,"S/. 5,114.19",04/10/2024,18/10/2024,1ef451e0-67e0-4d32-a1e4-4cb7b1f13aa3
"ANALISTA EN CIBERSEGURIDAD III
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-878,1,"S/. 7,614.19",04/10/2024,18/10/2024,a4a83c3c-e835-4f4c-a7c3-80099bc848ba
"COORDINADOR DE CUSTODIA, DISPOSICIÓN Y SUPERVISIÓN DE ACTIVOS
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (SUPLENCIA)-875,1,"S/. 11,114.19",04/10/2024,18/10/2024,c315a25b-f33e-42bc-b885-bd78e6eb158d
"ESPECIALISTA EN DESARROLLO DE SERVICIOS WEB Y MICROSERVICIOS
",PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA - RIMAC,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-241,1,"S/. 8,500.00",04/10/2024,18/10/2024,180bcc1d-c157-443c-afcd-10212288185c
"ANALISTA EN OPERACIONES DE SEGURIDAD
",PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA - RIMAC,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-243,1,"S/. 7,000.00",04/10/2024,18/10/2024,81ad6b2c-4230-4fe4-a134-161c00e88b07
"ANALISTA ECONOMICO EN ACTIVIDADES DE HIDROCARBUROS
",MINISTERIO DE ENERGIA Y MINAS,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 7,000.00",04/10/2024,18/10/2024,affc3657-a54f-48af-b934-76ad57302f8f
"ANALISTA EN EVALUACIÓN AMBIENTAL MINERA
",MINISTERIO DE ENERGIA Y MINAS,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-029,1,"S/. 6,000.00",04/10/2024,18/10/2024,1aabc850-e92c-4048-8a7f-8c744ff329e7
"TECNICO V
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-022,1,"S/. 3,101.11",04/10/2024,18/10/2024,c164ded8-f679-4670-a8c2-1819e92f1987
"TECNICO I
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-027,1,"S/. 1,501.11",04/10/2024,18/10/2024,d041ccd9-6817-4ceb-be66-a6dc792006eb
"TECNICO I
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-025,1,"S/. 1,301.11",04/10/2024,18/10/2024,479d954d-8cd9-49d9-ae76-86d9072282da
"TECNICO I
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-021,1,"S/. 1,901.11",04/10/2024,18/10/2024,dfd8e8b9-3ed7-4282-99d9-59f3b66673fb
"PROFESIONAL IV
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-032,1,"S/. 7,301.11",04/10/2024,18/10/2024,ca8aae33-e0d2-47db-8a69-b90c4babfe36
"PROFESIONAL IV
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-034,1,"S/. 8,101.11",04/10/2024,18/10/2024,282d89e0-ccea-45c3-8108-ce7fcec8c25f
"PROFESIONAL IV
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-031,1,"S/. 8,101.11",04/10/2024,18/10/2024,dad12b59-ad99-4de4-91ce-b81b07283bbd
"PROFESIONAL IV
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-026,1,"S/. 7,701.11",04/10/2024,18/10/2024,c8ef24f0-7b73-41c5-9b97-792fb951cf5c
"PROFESIONAL IV
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-024,1,"S/. 5,601.11",04/10/2024,18/10/2024,a5354d38-c748-467c-8bfc-c37a3f00dd88
"PROFESIONAL III
",UNIDAD EJECUTORA 004 - FONDO DE COOPERACION PARA EL DESARROLLO SOCIAL,LIMA - SAN ISIDRO,728-023,1,"S/. 5,051.11",04/10/2024,18/10/2024,9ca68a43-17b7-42a4-8236-3795835b65b7
"ESPECIALISTA EN REDES SOCIALES
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-460,1,"S/. 7,000.00",04/10/2024,18/10/2024,52eb7292-5a5b-4840-9523-559bb5baa746
"ESPECIALISTA EN PRENSA Y COMUNICACIONES
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-461,1,"S/. 7,000.00",04/10/2024,18/10/2024,af32aaab-9184-4802-83e6-d60e65e45303
"ESPECIALISTA EN LEGAL
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-462,1,"S/. 8,000.00",04/10/2024,18/10/2024,33570ad2-8a30-49f3-a14f-f9917e8657bb
"ESPECIALISTA EN CAPACITACIÓNES
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-465,1,"S/. 9,500.00",04/10/2024,18/10/2024,ee95107a-734d-4fc2-a980-61a39245c869
"ESPECIALISTA TÉCNICO
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-456,1,"S/. 12,000.00",04/10/2024,18/10/2024,70b9d8c3-ed9f-4cf7-a99c-338768c612eb
"ESPECIALISTA EVALUADOR DEL CENTRO DE OPERACIONES DE EMERGENCIA
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-459,1,"S/. 10,000.00",04/10/2024,18/10/2024,6fdb3085-bd6b-41ea-b860-8edc562ca913
"ESPECIALISTA DESARROLLO DE SISTEMAS
",MINISTERIO DE COMERCIO EXTERIOR Y TURISMO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-081,1,"S/. 9,500.00",04/10/2024,18/10/2024,fe2a500d-b79c-440a-a660-0f6cc1ed214a
"ESPECIALISTA AMBIENTAL PARA EL SEGUIMIENTO AL PROCESO DE ADECUACIÓN PROGRESIVA
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-458,1,"S/. 8,000.00",04/10/2024,18/10/2024,10759be5-b2e1-41a1-bfcf-0e7789ee9f08
"ESPECIALISTA I
",INTENDENCIA NACIONAL DE BOMBEROS DEL PERU O INBP,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-202,1,"S/. 9,000.00",04/10/2024,18/10/2024,cbf850e7-a4b2-46f2-aa33-eda14c97258e
"ESPECIALISTA (PROFESIONAL 1)
",JUNTA NACIONAL DE JUSTICIA,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-023,1,"S/. 9,050.00",04/10/2024,18/10/2024,4c362b30-828c-41a6-a72e-48e8f15a41a7
"COORDINADOR EN COMUNICACIÓN ESTRATÉGICA
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-463,1,"S/. 10,000.00",04/10/2024,18/10/2024,84c4b2de-4b90-425c-8424-582b56191746
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN/A ESPECIALISTA III DE COSTOS PARA LA DIRECCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PEIP ESCUELAS BICENTENARIO (CODIGO AIRSHP 000382)
",PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0125,1,"S/. 11,000.00",04/10/2024,18/10/2024,fa8c85ff-c113-4dda-853f-c528fa928847
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN/A ESPECIALISTA II DE COSTOS PARA LA DIRECCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PEIP ESCUELAS BICENTENARIO (CODIGO AIRSHP 000256)
",PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0124,1,"S/. 10,000.00",04/10/2024,18/10/2024,0bc752cd-ff6d-4043-851c-63978d5bdcd2
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN/A ANALISTA I DE SEGUIMIENTO Y CONTROL DE GASTOS DE LA CARTERA DE PROYECTOS PARA LA DIRECCION DE INFRAESTRUCTURA EDUCATIVA DEL PEIP ESCUELAS BICENTENARIO (CODIGO AIRSHP 0000354)
",PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0126,1,"S/. 6,000.00",04/10/2024,18/10/2024,e4ea89fe-3cc1-42f7-bc24-a2a30cf8beba
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN/A ANALISTA I DE CONFLICTOS SOCIALES PARA LA DIRECCION DE INFRAESTRUCTURA EDUCATIVA DEL PEIP ESCUELAS BICENTENARIO (CODIGO AIRSHP 0000422)
",PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0123,1,"S/. 6,000.00",04/10/2024,18/10/2024,db990548-f037-49d7-bdd0-9b9cb39b6090
"ANALISTA EN PROYECTOS DE INVERSIÓN
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-464,1,"S/. 6,000.00",04/10/2024,18/10/2024,4a9ca18c-103a-42d2-ac0c-b2a8f94f8dde
"ANALISTA EN DEFENSA COMERCIAL
",MINISTERIO DE COMERCIO EXTERIOR Y TURISMO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-058,1,"S/. 6,000.00",04/10/2024,18/10/2024,07fae86c-e3a6-441d-ba0c-f2af3011da7d
"ESPECIALISTA EN MERCADO II
",COMISION PARA LA PROMOCION DE EXPORTACI,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-069,1,"S/. 6,000.00",04/10/2024,18/10/2024,90f9ef73-8246-49ca-82c8-51bc9c94b78f
"ANALISTA EN GESTIÓN DEL RENDIMIENTO Y CAPACITACIÓN
","MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO",LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-457,1,"S/. 7,000.00",04/10/2024,18/10/2024,d1274a8b-1495-4444-a09b-3aa000b13209
"UN/A (01) ESPECIALISTA LEGAL
",SUPERINTENDENCIA NACIONAL DE SALUD (SUSALUD),LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-091,1,"S/. 7,000.00",04/10/2024,18/10/2024,6ebc882d-a41c-4020-a2f3-c526c79bc469
"SERENO MOTORIZADO I
",MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,70,"S/. 1,900.00",04/10/2024,18/10/2024,8ff88da3-0c21-49b8-bd35-233383f72dc2
"SERENO GOES I
",MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,5,"S/. 2,100.00",04/10/2024,18/10/2024,d61dc306-a732-4a65-9474-64263a9c3f64
"SERENO CONDUCTOR I
",MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,5,"S/. 2,000.00",04/10/2024,18/10/2024,f2fe0fc0-b20e-4250-a8a2-ba96cc0ec47b
"OPERADOR DE CAMARA I
",MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,5,"S/. 1,700.00",04/10/2024,18/10/2024,9b462e90-a9ca-4fe9-a39d-c2b4dc7c2425
"ASISTENTE ADMINISTRATIVO
",MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,LIMA - SAN MARTIN DE PORRES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,2,"S/. 2,300.00",04/10/2024,18/10/2024,1c490da7-6476-4abc-a2c2-5db94ed46980
"ABOGADO/A
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-270,1,"S/. 4,500.00",04/10/2024,18/10/2024,ea2c2bba-657b-4846-b9df-4a6cae3ec826
"COORDINADOR
",INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU - IRTP,LIMA - LIMA,728-2,1,"S/. 6,000.00",04/10/2024,18/10/2024,7e8909da-46fb-44d7-89c4-4fd4f60164a4
"ASISTENTE
",INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU - IRTP,LIMA - LIMA,728-2,1,"S/. 4,150.00",04/10/2024,18/10/2024,dbd85273-8b66-4e9f-8b59-d6fddd81da54
"EXPERTO(A) DE SISTEMAS FINANCIEROS Y MERCADO DE CAPITALES
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-165,1,"S/. 14,290.71",04/10/2024,18/10/2024,b76936db-ea1e-4c79-8ae4-55fe9e892548
"ESPECIALISTA EN INCLUSIÓN FINANCIERA
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-166,2,"S/. 12,600.00",04/10/2024,18/10/2024,d4ebcfec-80f2-4daa-be7e-92f53187513f
"COORDINADOR(A) DE TESORERÍA
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-174,1,"S/. 12,110.00",04/10/2024,18/10/2024,99f8ae2c-9a6c-4113-935b-d4d4c93abec0
"COORDINADOR(A) DE SERVICIOS GENERALES E INFRAESTRUCTURA
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-168,1,"S/. 12,250.00",04/10/2024,18/10/2024,5fbca324-2466-4b75-84c3-ce129baafbcd
"COORDINADOR(A) DE PROGRAMACIÓN DE ABASTECIMIENTO
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-170,1,"S/. 11,970.00",04/10/2024,18/10/2024,3e1fc791-f402-44f6-947d-38729b2e5ea0
"COORDINADOR(A) DE PRESUPUESTO DE UNIDAD EJECUTORA Y CONTROL PREVIO
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-172,1,"S/. 12,110.00",04/10/2024,18/10/2024,18229983-96ec-44fe-a1fd-1ca34c47a3a2
"COORDINADOR(A) DE EJECUCIÓN CONTRACTUAL
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-171,1,"S/. 11,970.00",04/10/2024,18/10/2024,906c7ec5-a62f-41af-b366-52cd60665776
"COORDINADOR(A) DE CONTROL PATRIMONIAL Y ALMACÉN
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-167,1,"S/. 11,970.00",04/10/2024,18/10/2024,b1dd10e0-386b-4cc7-9896-134db1630f88
"COORDINADOR(A) DE CONTRATACIONES
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-169,1,"S/. 12,110.00",04/10/2024,18/10/2024,4342ed47-3beb-4966-91c4-56b753d3fbde
"COORDINADOR(A) DE CONTABILIDAD
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-173,1,"S/. 11,970.00",04/10/2024,18/10/2024,2e9aaf69-ee8a-46f2-b91c-ecd55e770035
"ANALISTA EN PREVENCIÓN Y GESTIÓN DE RIESGOS
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-175,1,"S/. 9,350.00",04/10/2024,18/10/2024,014c4161-8f13-4647-bf79-ac8eb3ff8274
"ANALISTA DE NORMATIVIDAD PARA LOS PROCESOS CONTABLES
",MINISTERIO DE ECONOMIA Y FINANZAS,LIMA - LIMA,LEY 30057-164,2,"S/. 9,900.00",04/10/2024,18/10/2024,c1f1d517-ddc0-44b2-b09b-0e1827b01652
"TECNICO EN ENFERMERIA
",HOSPITAL NAC DOCENTE M YN SAN BARTOLOME,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,914.19",04/10/2024,18/10/2024,70f6faf3-86d6-4f0d-9e32-d0585497fa8a
"SERENO A PIE I
",MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-013,20,"S/. 1,700.00",04/10/2024,18/10/2024,9f7ea198-837a-4099-ac10-090cef45fdd7
"OFICIAL DE SEGURIDAD DE LA INFORMACIÓN
",INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU - IRTP,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-59,1,"S/. 6,000.00",04/10/2024,18/10/2024,f8a0d9f5-9e39-482b-b4e8-03125fb8f2ce
"MEDICO ESPECIALISTA
",HOSPITAL NAC DOCENTE M YN SAN BARTOLOME,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,2,"S/. 7,414.19",04/10/2024,18/10/2024,e6adaa0a-7547-41f5-a615-80cee5a47181
"MEDICO ESPECIALISTA
",HOSPITAL NAC DOCENTE M YN SAN BARTOLOME,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 7,416.19",04/10/2024,18/10/2024,408c155f-569b-474b-b39a-68afb08ca9c8
"ENFERMERA.
",HOSPITAL NAC DOCENTE M YN SAN BARTOLOME,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,014.19",04/10/2024,18/10/2024,f5b81dc6-6e64-4a6f-97ea-5e15dbbaa742
"COORDINADOR TECNICO DE LA DPE
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-266,1,"S/. 10,000.00",04/10/2024,18/10/2024,70abdc4a-e28f-476a-a9cd-ab8e3d1f75a1
"ASISTENTE ADMINISTRATIVO
",INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU - IRTP,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 3,000.00",04/10/2024,18/10/2024,ef7e47c3-25cb-4ae0-b54a-c894d491bfef
"ANALISTA EN GESTIÓN DE DENUNCIAS
",PRESIDENCIA DEL CONSEJO DE MINISTROS,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-235,1,"S/. 7,000.00",04/10/2024,18/10/2024,96a4b9cd-673d-40a6-a600-893aa889de38
"ANALISTA EN ECONOMÍA
",DEFENSORIA DEL PUEBLO,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-138,1,"S/. 5,000.00",04/10/2024,18/10/2024,1e334daa-1853-4129-9916-59c0c43e0ed3
"ASISTENTE PROFESIONAL
",HOSPITAL NAC DOCENTE M YN SAN BARTOLOME,LIMA - LIMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 2,814.19",04/10/2024,18/10/2024,807a77c9-c1bd-412a-82c1-00692af0288d
"MEDICO ESPECIALISTA
",HOSPITAL NAC DOCENTE M YN SAN BARTOLOME,LIMA - LIMA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-003,1,"S/. 7,614.19",04/10/2024,18/10/2024,480dc4ff-2439-4ff7-8912-094592102fde
"ESPECIALISTA EN CONFLICTOS SOCIALES II
",DEFENSORIA DEL PUEBLO,LIMA - LIMA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-126,1,"S/. 9,000.00",04/10/2024,18/10/2024,2d205180-0487-4e1c-bd4e-244b5fa38d34
"ESPECIALISTA EN EQUIPAMIENTO HOSPITALARIO
",MINISTERIO DE SALUD,LIMA - LIMA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-098,1,"S/. 8,000.00",04/10/2024,18/10/2024,9b99bc2c-8d0c-41b5-881d-8e74552250d6
"SUPERVISOR(A) DE OPERACIONES DE FISCALIZACIÓN
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 2,000.00",04/10/2024,18/10/2024,3158a892-3903-4e6f-8cbd-3563d1397c22
"SERENO(A)
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,5,"S/. 1,500.00",04/10/2024,18/10/2024,c873c7b4-a3b9-4278-9aba-b174830d0533
"PSICÓLOGO/A
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-269,1,"S/. 4,500.00",04/10/2024,18/10/2024,8251f565-c407-446d-a87f-aabfba1ab2b5
"PODADOR DE AREAS VERDES
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,3,"S/. 1,300.00",04/10/2024,18/10/2024,1b205852-e9a8-4728-bfec-f299f64cc3a4
"OPERADOR TRIBUTARIO II
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 2,300.00",04/10/2024,18/10/2024,90de1319-4f84-446d-acc0-59431de29bd8
"OPERADOR DE CAMARA DE VIDEO VIGILANCIA
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,500.00",04/10/2024,18/10/2024,3782cc3a-8061-4703-bd85-ae78f61d8168
"NOTIFICADOR
",MUNICIPALIDAD DISTRITAL DE ATE,LIMA - ATE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,1,"S/. 1,500.00",04/10/2024,18/10/2024,d7540970-c5b6-45bf-9ee1-461db77d8674
