position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"ANALISTA EN GESTIÓN DE PROYECTOS Y TRANSFORMACIÓN DIGITAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-358,1,"S/. 8,000.00",27/09/2024,11/10/2024
"ANALISTA EN GESTIÓN AMBIENTAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-284,1,"S/. 4,500.00",27/09/2024,11/10/2024
"ANALISTA EN DATA PATRIMONIAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-380,1,"S/. 5,000.00",27/09/2024,11/10/2024
"ANALISTA EN BIENESTAR SOCIAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-231,1,"S/. 5,000.00",27/09/2024,11/10/2024
"ANALISTA DE SOPORTE TÉCNICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-368,1,"S/. 5,000.00",27/09/2024,11/10/2024
"ANALISTA DE SOPORTE TI
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-367,1,"S/. 4,000.00",27/09/2024,11/10/2024
"ANALISTA DE SEGURIDAD Y SALUD EN EL TRABAJO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-341,1,"S/. 7,000.00",27/09/2024,11/10/2024
"ANALISTA DE INFRAESTRUCTURA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-369,1,"S/. 7,000.00",27/09/2024,11/10/2024
"ANALISTA DE COSTOS Y PRESUPUESTOS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-327,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA DE CONTROL DE CALIDAD
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-365,1,"S/. 6,500.00",27/09/2024,11/10/2024
"ANALISTA DE COMPRAS MENORES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-295,1,"S/. 4,000.00",27/09/2024,11/10/2024
"ANALISTA DE COBRANZA TRIBUTARIA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-256,1,"S/. 4,000.00",27/09/2024,11/10/2024
"ANALISTA COACTIVO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-252,1,"S/. 4,450.00",27/09/2024,11/10/2024
"ANALISTA ADMINISTRATIVO/A Y PRESUPUESTAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-364,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA ADMINISTRATIVO/A LOGÍSTICO SENIOR
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-260,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA ADMINISTRATIVO/A JUNIOR
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-323,1,"S/. 4,000.00",27/09/2024,11/10/2024
"ANALISTA ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-225,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-382,1,"S/. 5,000.00",27/09/2024,11/10/2024
"ANALISTA ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-275,2,"S/. 3,500.00",27/09/2024,11/10/2024
"ANALISTA EN CONTROL PATRIMONIAL Y ALMACÉN
",ORGANISMO TÉCNICO DE LA ADMINISTRACIÓN DE LOS SERVICIOS DE SANEAMIENTO-OTASS,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-066,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ESPECIALISTA II EN  GESTIÓN Y  CONTRATACIÓN  PÚBLICA
",PROYECTO ESPECIAL LEGADO,LIMA - SAN LUIS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-041,1,"S/. 11,000.00",27/09/2024,11/10/2024
"ASISTENTE ADMINISTRATIVO
",PROYECTO ESPECIAL LEGADO,LIMA - SAN LUIS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-040,1,"S/. 4,000.00",27/09/2024,11/10/2024
"ASESOR I – EN SEGUIMIENTO Y MONITOREO DEL SISTEMA DE ABASTECIMIENTO
",PROYECTO ESPECIAL LEGADO,LIMA - SAN LUIS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-042,1,"S/. 12,000.00",27/09/2024,11/10/2024
"ANALISTA I - EN OPERACIÓN DE SEDES
",PROYECTO ESPECIAL LEGADO,LIMA - SAN LUIS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-039,2,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA EN COMPENSACIONES II POR SUPLENCIA
",INTENDENCIA NACIONAL DE BOMBEROS DEL PERU O INBP,LIMA - SAN MIGUEL,D.LEG 1057 - DETERMINADO (SUPLENCIA)-199,1,"S/. 4,614.19",27/09/2024,11/10/2024
"CONDUCTOR/A DE BUS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-268,1,"S/. 2,500.00",27/09/2024,11/10/2024
"COBRADOR/A DEL SERVICIO DE ESTACIONAMIENTO VEHICULAR
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-262,14,"S/. 1,600.00",27/09/2024,11/10/2024
"CHOFER OPERARIO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-347,1,"S/. 2,500.00",27/09/2024,11/10/2024
"CHOFER DE LIMPIEZA PÚBLICA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-273,1,"S/. 2,200.00",27/09/2024,11/10/2024
"CHOFER
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-318,2,"S/. 2,500.00",27/09/2024,11/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN/UNA ESPECIALISTA II DE SITIO DE INGENIERIA CIVIL PARA LA DIRECCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PEIP ESCUELAS BICENTENARIO (CODIGO AIRSHP 000364)
",PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0120,1,"S/. 10,000.00",27/09/2024,11/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN/A ESPECIALISTA II DE CRONOGRAMA PARA LA DIRECCIÓN DE INFRAESTRUCTURA EDUCATIVA DEL PEIP ESCUELAS BICENTENARIO (CÓDIGO AIRSHP 000493)
",PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-0121,1,"S/. 10,000.00",27/09/2024,11/10/2024
"CHOFER
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-357,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AYUDANTE DE SEÑALIZACIÓN VIAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-346,1,"S/. 2,000.00",27/09/2024,11/10/2024
"AYUDANTE DE ALMACÉN
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-332,2,"S/. 2,500.00",27/09/2024,11/10/2024
"AYUDANTE DE ALBAÑILERÍA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-349,1,"S/. 2,000.00",27/09/2024,11/10/2024
"AUXILIAR MECÁNICO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-297,3,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR EN SOPORTE TÉCNICO/A EN CAMPO PARA CCTV
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-360,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR EN SOPORTE DE REDES Y SERVIDORES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-361,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR EN PLANOS 3D
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-331,1,"S/. 2,800.00",27/09/2024,11/10/2024
"AUXILIAR EN GESTIÓN ADMINISTRATIVA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-353,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR ELECTRICISTA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-302,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR DE REDES Y COMUNICACIONES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-362,1,"S/. 1,850.00",27/09/2024,11/10/2024
"AUXILIAR DE MANTENIMIENTO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-300,5,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR DE AUTORIZACIONES DE SERVICIOS PÚBLICOS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-352,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR DE ARQUITECTURA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-218,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-322,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-224,1,"S/. 2,500.00",27/09/2024,11/10/2024
"AUXILIAR ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-236,1,"S/. 1,850.00",27/09/2024,11/10/2024
"ASISTENTE/A TÉCNICO/A EN OBRAS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-311,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A TÉCNICO/A EN INSTALACIÓN DE CABLEADO Y SISTEMA CCTV
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-301,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A TÉCNICO/A EN INSPECCIONES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-258,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A TÉCNICO/A DE CAMPO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-342,1,"S/. 2,800.00",27/09/2024,11/10/2024
"ASISTENTE/A RECAUDADOR/A DE PARQUEO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-264,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A PARA LA GESTIÓN DEL TALLER MECÁNICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-294,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A LEGAL EN COBRANZA COACTIVO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-249,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A LEGAL DE PROCEDIMIENTO ADMINISTRATIVO DISCIPLINARIO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-232,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A LEGAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-235,2,"S/. 3,050.00",27/09/2024,11/10/2024
"ASISTENTE/A JURÍDICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-248,2,"S/. 3,050.00",27/09/2024,11/10/2024
"ASISTENTE/A EN SISTEMAS INFORMÁTICOS EN CCTV
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-363,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A EN COMUNICACIÓN DIGITAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-241,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DOCUMENTARIO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-381,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A DE SOPORTE TÉCNICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-359,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DE REGISTRO DE VISITAS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-240,2,"S/. 2,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DE PROYECTOS ARQUITECTÓNICOS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-330,2,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DE MANTENIMIENTO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-299,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A DE LIMPIEZA PÚBLICA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-276,2,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A DE GESTIÓN DOCUMENTAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-215,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DE GESTIÓN ADMINISTRATIVA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-220,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DE FISCALIZACIÓN Y DETERMINACIÓN DE PREDIOS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DE COMUNICACIONES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-242,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A DE ALMACÉN
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-384,2,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A ADMINISTRATIVO/A LOGÍSTICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-274,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A ADMINISTRATIVO/A - TÉCNICO/A DEL EXPRESO SAN ISIDRO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-261,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ASISTENTE/A ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-226,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE/A ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-234,1,"S/. 3,050.00",27/09/2024,11/10/2024
"ASISTENTE/A ADMINISTRATIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-310,1,"S/. 3,500.00",27/09/2024,11/10/2024
"ASISTENTE DE PROMOCIÓN SOCIAL VECINAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-356,1,"S/. 3,000.00",27/09/2024,11/10/2024
"ARQUITECTO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-328,1,"S/. 7,000.00",27/09/2024,11/10/2024
"APOYO LEGAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-309,1,"S/. 2,800.00",27/09/2024,11/10/2024
"APOYO ADMINISTRATIVO EN OPERACIONES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-316,1,"S/. 2,000.00",27/09/2024,11/10/2024
"APOYO ADMINISTRATIVO EN ARCHIVO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-308,2,"S/. 2,200.00",27/09/2024,11/10/2024
"ANALISTA TECNOLÓGICO DE CONTROL PARA CCTV
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-366,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA SENIOR EN GESTIÓN ADMINISTRATIVA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-243,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA PROGRAMADOR
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-370,1,"S/. 6,000.00",27/09/2024,11/10/2024
"ANALISTA PARA EL CONTROL DE LA RED SEMAFÓRICA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-271,2,"S/. 5,000.00",27/09/2024,11/10/2024
"ANALISTA LOGÍSTICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-351,1,"S/. 5,000.00",27/09/2024,11/10/2024
"ANALISTA LOGÍSTICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-303,1,"S/. 5,000.00",27/09/2024,11/10/2024
"ANALISTA LOGÍSTICO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-329,1,"S/. 4,000.00",27/09/2024,11/10/2024
"SERENO/A DE PATRULLAJE MOTORIZADO - CHOFER A2
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-374,41,"S/. 2,000.00",27/09/2024,11/10/2024
"SERENO/A DE PATRULLAJE MOTORIZADO
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-375,43,"S/. 2,000.00",27/09/2024,11/10/2024
"PROMOTOR/A AMBIENTAL DE PROGRAMAS MUNICIPALES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-281,9,"S/. 2,500.00",27/09/2024,11/10/2024
"PILOTO DE DRON
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-373,6,"S/. 3,500.00",27/09/2024,11/10/2024
"OPERARIO/A EN LA VALORIZACIÓN DE RESIDUOS SÓLIDOS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-280,8,"S/. 2,000.00",27/09/2024,11/10/2024
"OPERARIO/A DE SEÑALIZACIÓN VIAL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-345,3,"S/. 2,500.00",27/09/2024,11/10/2024
"OPERARIO/A ALBAÑIL
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-343,6,"S/. 2,500.00",27/09/2024,11/10/2024
"OPERADOR/A DEL CENTRO DE CONTROL Y CÁMARAS
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-314,1,"S/. 2,500.00",27/09/2024,11/10/2024
"OPERADOR/A DE VOLQUETE
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-340,3,"S/. 2,500.00",27/09/2024,11/10/2024
"OPERADOR/A DE LLAMADA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-247,2,"S/. 2,260.00",27/09/2024,11/10/2024
"OPERADOR/A DE COBRANZA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-253,1,"S/. 2,260.00",27/09/2024,11/10/2024
"OPERADOR/A DE COBRANZA
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-255,1,"S/. 2,500.00",27/09/2024,11/10/2024
"NOTIFICADOR/A COACTIVO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-251,1,"S/. 2,260.00",27/09/2024,11/10/2024
"NOTIFICADOR/A MOTORIZADO/A
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-257,1,"S/. 2,500.00",27/09/2024,11/10/2024
"MECÁNICO/A AUTOMOTRIZ SENIOR
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-296,2,"S/. 3,000.00",27/09/2024,11/10/2024
"JEFE/A DEL GRUPO DE SERENOS DE ACCIONES ESPECIALES - GAES
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-379,1,"S/. 5,000.00",27/09/2024,11/10/2024
"INTEGRADOR/A CONTABLE
",MUNICIPALIDAD DE SAN ISIDRO,LIMA - SAN ISIDRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-293,1,"S/. 8,000.00",27/09/2024,11/10/2024
